keyword;search_volume;keyword_difficulty;cpc_eur;competition;competition_level;low_top_of_page_bid;high_top_of_page_bid;search_intent;cluster;words_count;trend_quarterly_pct;trend_yearly_pct;traffic_value_eur_month;opportunity_score;variant_group;is_primary
heilpraktiker ernährung;170;;1.03;0.32;LOW;0.6;2.85;informational;Marken- & Praxisnamen;2;-21;-58;175.1;1.07;ernährung heilpraktiker;0
ernährungsberater heilpraktiker;170;;1.72;0.28;LOW;0.62;3.71;informational;Marken- & Praxisnamen;2;-21;-48;292.4;1.43;ernährungsberater heilpraktiker;1
heilpraktiker ernährungsberater;170;;1.72;0.28;LOW;0.62;3.71;informational;Marken- & Praxisnamen;2;-21;-48;292.4;1.43;ernährungsberater heilpraktiker;0
ernährungsberatung heilpraktiker;170;2;1.72;0.28;LOW;0.62;3.71;informational;Marken- & Praxisnamen;2;-21;-48;292.4;3.27;ernährungsberatung heilpraktiker;1
heilpraktiker ernährungsberatung;170;;1.72;0.28;LOW;0.62;3.71;informational;Marken- & Praxisnamen;2;-21;-48;292.4;1.43;ernährungsberatung heilpraktiker;0
fachverband deutscher heilpraktiker;170;89;4;0.04;LOW;1.26;2.5;informational;Marken- & Praxisnamen;3;;-19;680;0.83;fachverband deutscher heilpraktiker;1
fernstudium heilpraktiker psychotherapie;170;11;12.22;0.81;HIGH;4.27;10.36;informational;Ausbildung & Prüfung;3;-18;-57;2077.4;9.69;fernstudium heilpraktiker psychotherapie;1
heilpraktiker fuer psychotherapie fernstudium;170;13;12.22;0.81;HIGH;4.27;10.36;informational;Ausbildung & Prüfung;4;-18;-57;2077.4;8.91;fernstudium heilpraktiker psychotherapie;0
heilpraktiker psychotherapie fernstudium;170;13;12.22;0.81;HIGH;4.27;10.36;informational;Ausbildung & Prüfung;3;-18;-57;2077.4;8.91;fernstudium heilpraktiker psychotherapie;0
forchheim heilpraktiker;170;;1.57;0.13;LOW;;;informational;Lokale Suche;2;-36;-57;266.9;1.35;forchheim heilpraktiker;1
heilpraktiker forchheim;170;;1.57;0.13;LOW;;;navigational;Lokale Suche;2;-36;-57;266.9;1.35;forchheim heilpraktiker;0
freie heilpraktiker;170;34;0.0;0;LOW;;;informational;Marken- & Praxisnamen;2;-21;-35;0.0;0.37;freie heilpraktiker;1
glam aesthetic naturheilpraxis für medizinische kosmetik und ästhetik;170;;0.45;0.02;LOW;;;navigational;Marken- & Praxisnamen;8;;50;76.5;0.76;glam aesthetic naturheilpraxis für medizinische kosmetik und ästhetik;1
hans peter sommer heilpraktiker;170;;0.0;0.03;LOW;;;informational;Marken- & Praxisnamen;4;-19;21;0.0;0.53;hans peter sommer heilpraktiker;1
heilpraktiker ausbildung kosten jobcenter;170;;2.42;0.47;MEDIUM;0.68;2.66;commercial;Ausbildung & Prüfung;;-21;-35;411.4;1.8;heilpraktiker ausbildung kosten jobcenter;1
heilpraktiker bad kissingen;170;;1.17;0.03;LOW;;;navigational;Lokale Suche;3;-18;-18;198.9;1.14;heilpraktiker bad kissingen;1
heilpraktiker bad mergentheim;170;;0.09;0.02;LOW;;;navigational;Lokale Suche;3;24;133;15.3;0.57;heilpraktiker bad mergentheim;1
heilpraktiker calw;170;;0.81;0.09;LOW;;;informational;Lokale Suche;2;;120;137.7;0.95;heilpraktiker calw;1
heilpraktiker dorsten;170;;0.55;0.19;LOW;0.43;0.71;navigational;Lokale Suche;2;-18;-33;93.5;0.82;heilpraktiker dorsten;1
heilpraktiker eisenach;170;;0.26;0.02;LOW;;;informational;Lokale Suche;2;;;44.2;0.66;heilpraktiker eisenach;1
heilpraktiker elmshorn;170;10;1.16;0.29;LOW;0.56;1.09;informational;Lokale Suche;2;;-18;197.2;1.65;heilpraktiker elmshorn;1
heilpraktiker für dummies;170;;0.46;1;HIGH;0.06;0.23;informational;Ausbildung & Prüfung;3;-43;33;78.2;0.77;heilpraktiker für dummies;1
heilpraktiker für psychotherapie voraussetzung;170;5;2.09;0.72;HIGH;0.48;1.85;informational;Ausbildung & Prüfung;4;-21;-35;355.3;3.06;heilpraktiker für psychotherapie voraussetzung;1
heilpraktiker für tiere;170;8;2.7;0.48;MEDIUM;1.25;3.68;commercial;Tierheilkunde;3;-18;-18;459.0;3.12;heilpraktiker für tiere;1
heilpraktiker gera;170;;0.63;0.16;LOW;0.34;0.37;informational;Lokale Suche;2;-35;-35;107.1;0.86;heilpraktiker gera;1
heilpraktiker heidenheim;170;;0.8;0.09;LOW;;;navigational;Lokale Suche;2;-35;-35;136.0;0.95;heilpraktiker heidenheim;1
heilpraktiker herne;170;;0.76;0.4;MEDIUM;0.36;2.31;navigational;Lokale Suche;2;-21;;129.2;0.93;heilpraktiker herne;1
heilpraktiker hof;170;;0.51;0.05;LOW;;;navigational;Marken- & Praxisnamen;2;-18;-56;86.7;0.8;heilpraktiker hof;1
heilpraktiker husum;170;;0.72;0.11;LOW;;;navigational;Lokale Suche;2;;-47;122.4;0.91;heilpraktiker husum;1
heilpraktiker idar oberstein;170;;0.0;0.06;LOW;;;navigational;Lokale Suche;3;-48;-21;0.0;0.53;heilpraktiker idar oberstein;1
heilpraktiker idar-oberstein;170;;0.0;0.06;LOW;;;navigational;Lokale Suche;2;-48;-21;0.0;0.53;heilpraktiker idar oberstein;0
heilpraktiker ils;170;;3.7;0.74;HIGH;2.41;9.13;informational;Ausbildung & Prüfung;2;-18;-33;629.0;2.48;heilpraktiker ils;1
ils heilpraktiker;170;;3.7;0.74;HIGH;2.41;9.13;informational;Ausbildung & Prüfung;2;-18;-33;629.0;2.48;heilpraktiker ils;0
heilpraktiker isolde richter;170;28;1.02;0.49;MEDIUM;0.55;2.88;informational;Marken- & Praxisnamen;3;24;86;173.4;0.85;heilpraktiker isolde richter;1
isolde richter heilpraktiker;170;27;1.02;0.49;MEDIUM;0.55;2.88;informational;Marken- & Praxisnamen;3;24;86;173.4;0.87;heilpraktiker isolde richter;0
heilpraktiker jobs münchen;170;;0.56;0.19;LOW;0.11;0.91;informational;Jobs & Gehalt;3;21;21;95.2;0.82;heilpraktiker jobs münchen;1
heilpraktiker münchen jobs;170;;0.56;0.19;LOW;0.11;0.91;informational;Jobs & Gehalt;3;21;21;95.2;0.82;heilpraktiker jobs münchen;0
jobs heilpraktiker münchen;170;;0.56;0.19;LOW;0.11;0.91;informational;Jobs & Gehalt;3;21;21;95.2;0.82;heilpraktiker jobs münchen;0
heilpraktiker kreawi;170;6;3.04;0.35;MEDIUM;0.94;2.83;informational;Marken- & Praxisnamen;2;143;143;516.8;3.78;heilpraktiker kreawi;1
kreawi heilpraktiker;170;6;3.04;0.35;MEDIUM;0.94;2.83;informational;Marken- & Praxisnamen;2;143;143;516.8;3.78;heilpraktiker kreawi;0
heilpraktiker kronach;170;;0.58;0.04;LOW;;;navigational;Lokale Suche;2;50;24;98.6;0.83;heilpraktiker kronach;1
heilpraktiker landsberg;170;;0.66;0.13;LOW;;;navigational;Lokale Suche;2;-33;-18;112.2;0.87;heilpraktiker landsberg;1
landsberg heilpraktiker;170;;0.66;0.13;LOW;;;navigational;Lokale Suche;2;-33;-18;112.2;0.87;heilpraktiker landsberg;0
heilpraktiker lernkarten;170;;0.92;1;HIGH;0.21;1.41;informational;Ausbildung & Prüfung;2;24;24;156.4;1.01;heilpraktiker lernkarten;1
lernkarten heilpraktiker;170;;0.92;1;HIGH;0.21;1.41;informational;Ausbildung & Prüfung;2;24;24;156.4;1.01;heilpraktiker lernkarten;0
heilpraktiker logo;170;;0.0;0.21;LOW;0.67;2.93;informational;Praxisbetrieb & Kosten;2;-35;-48;0.0;0.53;heilpraktiker logo;1
logo heilpraktiker;170;;0.0;0.21;LOW;0.67;2.93;navigational;Praxisbetrieb & Kosten;2;-35;-48;0.0;0.53;heilpraktiker logo;0
heilpraktiker logos;170;;0.0;0.21;LOW;0.67;2.93;informational;Praxisbetrieb & Kosten;2;-35;-48;0.0;0.53;heilpraktiker logos;1
logos heilpraktiker;170;;0.0;0.21;LOW;0.67;2.93;informational;Praxisbetrieb & Kosten;2;-35;-48;0.0;0.53;heilpraktiker logos;0
heilpraktiker ludwigshafen;170;;0.55;0.23;LOW;0.35;0.85;navigational;Lokale Suche;2;-18;-18;93.5;0.82;heilpraktiker ludwigshafen;1
heilpraktiker lörrach;170;6;0.89;0.22;LOW;0.44;1.31;navigational;Lokale Suche;2;;-33;151.3;1.77;heilpraktiker lörrach;1
heilpraktiker neumarkt;170;;0.68;0.2;LOW;;;navigational;Lokale Suche;2;-36;-18;115.6;0.88;heilpraktiker neumarkt;1
heilpraktiker neunkirchen;170;;0.54;0.08;LOW;0.72;1.37;navigational;Lokale Suche;2;;;91.8;0.81;heilpraktiker neunkirchen;1
heilpraktiker nürtingen;170;11;0.9;0.29;LOW;0.6;1.08;navigational;Lokale Suche;2;-48;-48;153.0;1.39;heilpraktiker nürtingen;1
nürtingen heilpraktiker;170;6;0.9;0.29;LOW;0.6;1.08;navigational;Lokale Suche;2;-48;-48;153.0;1.78;heilpraktiker nürtingen;0
heilpraktiker papenburg;170;;0.69;0.19;LOW;0.43;0.75;navigational;Lokale Suche;2;;-35;117.3;0.89;heilpraktiker papenburg;1
papenburg heilpraktiker;170;;0.69;0.19;LOW;0.43;0.75;navigational;Lokale Suche;2;;-35;117.3;0.89;heilpraktiker papenburg;0
heilpraktiker prüfungsfragen mit lösungen;170;;0.79;0.98;HIGH;0.28;1.11;informational;Ausbildung & Prüfung;;-18;-47;134.3;0.94;heilpraktiker prüfungsfragen mit lösungen;1
heilpraktiker prüfungsfragen pdf;170;;0.88;0.79;HIGH;0.13;0.99;informational;Ausbildung & Prüfung;;-21;;149.6;0.99;heilpraktiker prüfungsfragen pdf;1
heilpraktiker psychotherapie nachteile;170;2;0.83;0.05;LOW;0.53;2.56;informational;Heilpraktiker Psychotherapie;3;-35;;141.1;2.2;heilpraktiker psychotherapie nachteile;1
heilpraktiker ratingen;170;;0.58;0.15;LOW;;;informational;Lokale Suche;2;-21;-66;98.6;0.83;heilpraktiker ratingen;1
heilpraktiker schweinfurt;170;1;0.38;0.09;LOW;;;navigational;Lokale Suche;2;-57;-57;64.6;1.79;heilpraktiker schweinfurt;1
heilpraktiker speyer;170;;0.67;0.15;LOW;;;navigational;Lokale Suche;2;-21;-48;113.9;0.88;heilpraktiker speyer;1
heilpraktiker stade;170;21;1.85;0.13;LOW;0.47;2.34;navigational;Lokale Suche;2;-18;-33;314.5;1.46;heilpraktiker stade;1
stade heilpraktiker;170;;1.85;0.13;LOW;0.47;2.34;informational;Lokale Suche;2;-18;-33;314.5;1.5;heilpraktiker stade;0
heilpraktiker stralsund;170;;1.1;0.03;LOW;;;navigational;Lokale Suche;2;-33;-18;187.0;1.11;heilpraktiker stralsund;1
stralsund heilpraktiker;170;;1.1;0.03;LOW;;;navigational;Lokale Suche;2;-33;-18;187.0;1.11;heilpraktiker stralsund;0
heilpraktiker tier;170;17;2.7;0.48;MEDIUM;1.25;3.68;informational;Tierheilkunde;2;-18;-18;459.0;2.15;heilpraktiker tier;1
heilpraktiker tiere;170;20;2.7;0.48;MEDIUM;1.25;3.68;informational;Tierheilkunde;2;-18;-18;459.0;1.95;heilpraktiker tiere;1
heilpraktiker umsatzsteuer;170;;4.11;0.12;LOW;1.01;3.7;informational;Praxisbetrieb & Kosten;2;-35;-35;698.7;2.69;heilpraktiker umsatzsteuer;1
umsatzsteuer heilpraktiker;170;;4.11;0.12;LOW;1.01;3.7;informational;Praxisbetrieb & Kosten;2;-35;-35;698.7;2.69;heilpraktiker umsatzsteuer;0
heilpraktiker umschulung;170;;3.73;0.69;HIGH;1.13;2.89;informational;Ausbildung & Prüfung;2;-21;-58;634.1;2.49;heilpraktiker umschulung;1
umschulung heilpraktiker;170;;3.73;0.69;HIGH;1.13;2.89;informational;Ausbildung & Prüfung;2;-21;-58;634.1;2.49;heilpraktiker umschulung;0
umschulung zum heilpraktiker;170;2;3.73;0.69;HIGH;1.13;2.89;informational;Ausbildung & Prüfung;3;-21;-58;634.1;5.69;heilpraktiker umschulung;0
heilpraktiker unna;170;;0.46;0.18;LOW;0.36;1.07;informational;Lokale Suche;2;;-33;78.2;0.77;heilpraktiker unna;1
unna heilpraktiker;170;;0.46;0.18;LOW;0.36;1.07;informational;Lokale Suche;2;;-33;78.2;0.77;heilpraktiker unna;0
heilpraktiker was machen die;170;6;0.0;0.05;LOW;0.41;1.56;informational;Marken- & Praxisnamen;4;-33;-18;0.0;0.94;heilpraktiker was machen die;1
heilpraktiker weinheim;170;9;1.52;0.21;LOW;0.61;3.39;navigational;Lokale Suche;2;-21;-21;258.4;2.02;heilpraktiker weinheim;1
heilpraktiker wunstorf;170;;0.74;0.1;LOW;;;navigational;Lokale Suche;2;;-33;125.8;0.92;heilpraktiker wunstorf;1
wunstorf heilpraktiker;170;;0.74;0.1;LOW;;;navigational;Lokale Suche;2;;-33;125.8;0.92;heilpraktiker wunstorf;0
heilpraktiker zwickau;170;6;0.93;0.26;LOW;0.41;1.05;navigational;Lokale Suche;2;-18;-18;158.1;1.81;heilpraktiker zwickau;1
heilpraktikerin eva kupper naturheilpraxis in münchen;170;7;0.0;0.04;LOW;;;informational;Lokale Suche;6;;53;0.0;0.89;heilpraktikerin eva kupper naturheilpraxis in münchen;1
heilzentrum helios heilpraktiker in nürnberg;170;;0.0;0.06;LOW;;;navigational;Lokale Suche;5;;24;0.0;0.53;heilzentrum helios heilpraktiker in nürnberg;1
hund naturheilkunde;170;;0.78;1;HIGH;0.61;2.47;informational;Tierheilkunde;2;-18;-33;132.6;0.94;hund naturheilkunde;1
naturheilkunde hund;170;;0.78;1;HIGH;0.61;2.47;informational;Tierheilkunde;2;-18;-33;132.6;0.94;hund naturheilkunde;0
naturheilkunde bei hunden;170;;0.78;1;HIGH;0.61;2.47;informational;Tierheilkunde;3;-18;-33;132.6;0.94;hund naturheilkunde;0
hunde naturheilkunde;170;;0.78;1;HIGH;0.61;2.47;informational;Tierheilkunde;2;-18;-33;132.6;0.94;hunde naturheilkunde;1
naturheilkunde hunde;170;;0.78;1;HIGH;0.61;2.47;informational;Tierheilkunde;2;-18;-33;132.6;0.94;hunde naturheilkunde;0
jürgen bückmann heilpraktiker;170;;0.0;0.02;LOW;;;informational;Marken- & Praxisnamen;3;27;-18;0.0;0.53;jürgen bückmann heilpraktiker;1
klinik blankenstein naturheilkunde bewertungen;170;2;0.0;0;LOW;;;informational;Ärzte, Kliniken & Schulmedizin;4;-71;-71;0.0;1.2;klinik blankenstein naturheilkunde bewertungen;1
kosten heilpraktiker ausbildung;170;;3.1;0.72;HIGH;0.76;2.82;informational;Ausbildung & Prüfung;3;-21;-48;527.0;2.16;kosten heilpraktiker ausbildung;1
lernkarten für heilpraktiker;170;;0.92;1;HIGH;0.21;1.41;informational;Ausbildung & Prüfung;3;24;24;156.4;1.01;lernkarten für heilpraktiker;1
lipoprotein a senken naturheilkunde;170;;1.02;0.98;HIGH;0.32;0.77;informational;Beschwerden & Indikationen;4;55;55;173.4;1.06;lipoprotein a senken naturheilkunde;1
logo für heilpraktiker;170;;0.0;0.21;LOW;0.67;2.93;commercial;Praxisbetrieb & Kosten;3;-35;-48;0.0;0.53;logo für heilpraktiker;1
logos für heilpraktiker;170;;0.0;0.21;LOW;0.67;2.93;informational;Praxisbetrieb & Kosten;3;-35;-48;0.0;0.53;logos für heilpraktiker;1
lohnt sich eine heilpraktiker zusatzversicherung;170;;1.85;0.74;HIGH;0.74;2.29;commercial;Versicherung & Kostenerstattung;5;;-48;314.5;1.5;lohnt sich eine heilpraktiker zusatzversicherung;1
lohnt sich eine heilpraktiker-zusatzversicherung;170;;1.85;0.74;HIGH;0.74;2.29;commercial;Versicherung & Kostenerstattung;4;;-48;314.5;1.5;lohnt sich eine heilpraktiker zusatzversicherung;0
mülter kai heilpraktiker osteopathie;170;;0.0;0.04;LOW;;;informational;Methoden & Therapien;4;;56;0.0;0.53;mülter kai heilpraktiker osteopathie;1
naturheilkunde beim hund;170;;0.78;1;HIGH;0.61;2.47;informational;Tierheilkunde;3;-18;-33;132.6;0.94;naturheilkunde beim hund;1
naturheilkunde für hunde;170;;0.78;1;HIGH;0.61;2.47;informational;Tierheilkunde;3;-18;-33;132.6;0.94;naturheilkunde für hunde;1
naturheilpraxis becker;170;;1.76;0.01;LOW;;;navigational;Marken- & Praxisnamen;2;-19;55;299.2;1.45;naturheilpraxis becker;1
naturheilpraxis dr bauer;170;2;0.0;0.04;LOW;;;navigational;Marken- & Praxisnamen;3;86;24;0.0;1.2;naturheilpraxis dr bauer;1
naturheilpraxis markhoff;170;;5.29;0.04;LOW;;;navigational;Marken- & Praxisnamen;2;24;91;899.3;3.31;naturheilpraxis markhoff;1
naturheilpraxis sänger;170;;0.0;0.02;LOW;;;informational;Marken- & Praxisnamen;2;;-35;0.0;0.53;naturheilpraxis sänger;1
naturheilpraxis vöhringer;170;;0.0;0.05;LOW;;;navigational;Marken- & Praxisnamen;2;-21;-21;0.0;0.53;naturheilpraxis vöhringer;1
osteopathie christian simmerl heilpraktiker;170;;0.0;0.04;LOW;;;navigational;Methoden & Therapien;4;53;53;0.0;0.53;osteopathie christian simmerl heilpraktiker;1
osteopathie wuppertal mark buchholz heilpraktiker;170;;0.0;0.05;LOW;;;navigational;Methoden & Therapien;5;-18;-18;0.0;0.53;osteopathie wuppertal mark buchholz heilpraktiker;1
praxis für naturheilkunde nikolai kosel;170;;0.0;0.02;LOW;;;informational;Marken- & Praxisnamen;5;;-18;0.0;0.53;praxis für naturheilkunde nikolai kosel;1
praxis uwe fröhlich physiotherapie und naturheilkunde;170;;0.48;0.06;LOW;;;informational;Sektoraler Heilpraktiker;6;-18;;81.6;0.78;praxis uwe fröhlich physiotherapie und naturheilkunde;1
rosacea behandlung naturheilkunde;170;;0.83;0.99;HIGH;0.18;1.29;informational;Beschwerden & Indikationen;3;-33;1200;141.1;0.96;rosacea behandlung naturheilkunde;1
was ist heilpraktiker;170;22;1.68;0.06;LOW;0.44;1.61;informational;Informational / Erklärung;3;-19;;285.6;1.33;was ist heilpraktiker;1
zentrum für naturheilkunde münchen;170;7;0.61;0.18;LOW;0.38;2.79;informational;Lokale Suche;4;;56;103.7;1.43;zentrum für naturheilkunde münchen;1
zentrum naturheilkunde münchen;170;16;0.61;0.18;LOW;0.38;2.79;navigational;Lokale Suche;3;;56;103.7;0.97;zentrum naturheilkunde münchen;1
akne heilpraktiker;140;;1.97;0.52;MEDIUM;1.07;2.8;informational;Beschwerden & Indikationen;2;-36;-50;275.8;1.41;akne heilpraktiker;1
heilpraktiker akne;140;;1.97;0.52;MEDIUM;1.07;2.8;commercial;Beschwerden & Indikationen;2;-36;-50;275.8;1.41;akne heilpraktiker;0
heilpraktiker bei akne;140;;1.97;0.52;MEDIUM;1.07;2.8;informational;Beschwerden & Indikationen;3;-36;-50;275.8;1.41;akne heilpraktiker;0
aok heilpraktiker kostenübernahme;140;3;0.0;0.01;LOW;;;commercial;Versicherung & Kostenerstattung;3;;-59;0.0;1.01;aok heilpraktiker kostenübernahme;1
heilpraktiker kostenübernahme aok;140;9;0.0;0.01;LOW;;;commercial;Versicherung & Kostenerstattung;3;;-59;0.0;0.72;aok heilpraktiker kostenübernahme;0
aok kostenübernahme heilpraktiker;140;;0.0;0.01;LOW;;;commercial;Versicherung & Kostenerstattung;3;;-59;0.0;0.47;aok heilpraktiker kostenübernahme;0
arzt für naturheilkunde und schulmedizin;140;;0.84;0.27;LOW;0.51;1.6;informational;Ärzte, Kliniken & Schulmedizin;5;-29;-71;117.6;0.87;arzt für naturheilkunde und schulmedizin;1
arzt oder heilpraktiker;140;;0.0;0.05;LOW;;;informational;Ärzte, Kliniken & Schulmedizin;3;;-47;0.0;0.47;arzt oder heilpraktiker;1
heilpraktiker oder arzt;140;;0.0;0.05;LOW;;;informational;Ärzte, Kliniken & Schulmedizin;3;;-47;0.0;0.47;arzt oder heilpraktiker;0
arzt und heilpraktiker in der nähe;140;7;1.03;0.3;LOW;0.44;2.27;navigational;Ärzte, Kliniken & Schulmedizin;6;-36;-36;144.2;1.62;arzt und heilpraktiker in der nähe;1
ausbildung heilpraktiker frankfurt;140;32;4.09;0.8;HIGH;1.06;3.76;informational;Ausbildung & Prüfung;3;-21;-35;572.6;1.75;ausbildung heilpraktiker frankfurt;1
heilpraktiker frankfurt ausbildung;140;37;4.09;0.8;HIGH;1.06;3.76;informational;Ausbildung & Prüfung;3;-21;-35;572.6;1.57;ausbildung heilpraktiker frankfurt;0
heilpraktiker ausbildung frankfurt;140;37;4.09;0.8;HIGH;1.06;3.76;informational;Ausbildung & Prüfung;3;-21;-35;572.6;1.57;ausbildung heilpraktiker frankfurt;0
heilpraktiker-ausbildung frankfurt;140;33;4.09;0.8;HIGH;1.06;3.76;informational;Ausbildung & Prüfung;2;-21;-35;572.6;1.71;ausbildung heilpraktiker frankfurt;0
ausbildung heilpraktiker hannover;140;11;3.3;0.71;HIGH;0.95;4.22;informational;Ausbildung & Prüfung;3;;-47;462.0;2.83;ausbildung heilpraktiker hannover;1
heilpraktiker-ausbildung hannover;140;5;3.3;0.71;HIGH;0.95;4.22;informational;Ausbildung & Prüfung;2;;-47;462.0;3.83;ausbildung heilpraktiker hannover;0
heilpraktiker hannover ausbildung;140;8;3.3;0.71;HIGH;0.95;4.22;informational;Ausbildung & Prüfung;3;;-47;462.0;3.26;ausbildung heilpraktiker hannover;0
heilpraktiker ausbildung hannover;140;8;3.3;0.71;HIGH;0.95;4.22;informational;Ausbildung & Prüfung;3;;-47;462.0;3.26;ausbildung heilpraktiker hannover;0
ausbildung heilpraktiker nürnberg;140;8;3.24;0.78;HIGH;1.03;3.73;informational;Ausbildung & Prüfung;3;;-47;453.6;3.21;ausbildung heilpraktiker nürnberg;1
heilpraktiker ausbildung nürnberg;140;8;3.24;0.78;HIGH;1.03;3.73;informational;Ausbildung & Prüfung;3;;-47;453.6;3.21;ausbildung heilpraktiker nürnberg;0
heilpraktiker nürnberg ausbildung;140;14;3.24;0.78;HIGH;1.03;3.73;informational;Ausbildung & Prüfung;3;;-47;453.6;2.47;ausbildung heilpraktiker nürnberg;0
ayse meren heilpraktiker;140;;0.0;0.04;LOW;0.96;2.76;navigational;Marken- & Praxisnamen;3;24;600;0.0;0.47;ayse meren heilpraktiker;1
bad tölz heilpraktiker;140;;0.55;0.17;LOW;0.67;1.86;navigational;Lokale Suche;3;;-18;77.0;0.73;bad tölz heilpraktiker;1
heilpraktiker bad tölz;140;;0.55;0.17;LOW;0.67;1.86;navigational;Lokale Suche;3;;-18;77.0;0.73;bad tölz heilpraktiker;0
bad wörishofen heilpraktiker;140;;0.61;0.22;LOW;0.35;0.65;navigational;Lokale Suche;3;-21;-35;85.4;0.76;bad wörishofen heilpraktiker;1
heilpraktiker bad wörishofen;140;;0.61;0.22;LOW;0.35;0.65;navigational;Lokale Suche;3;-21;-35;85.4;0.76;bad wörishofen heilpraktiker;0
beste heilpraktiker ausbildung online;140;24;6.85;0.82;HIGH;2.16;6.04;informational;Ausbildung & Prüfung;4;-22;-59;959.0;3.3;beste heilpraktiker ausbildung online;1
beste heilpraktiker-ausbildung online;140;24;6.85;0.82;HIGH;2.16;6.04;informational;Ausbildung & Prüfung;3;-22;-59;959.0;3.3;beste heilpraktiker ausbildung online;0
beste heilpraktiker zusatzversicherung;140;18;5.68;0.81;HIGH;1.63;5.06;commercial;Versicherung & Kostenerstattung;3;;-47;795.2;3.37;beste heilpraktiker zusatzversicherung;1
beste zusatzversicherung heilpraktiker;140;20;5.68;0.81;HIGH;1.63;5.06;commercial;Versicherung & Kostenerstattung;3;;-47;795.2;3.16;beste heilpraktiker zusatzversicherung;0
beste heilpraktiker-zusatzversicherung;140;21;5.68;0.81;HIGH;1.63;5.06;commercial;Versicherung & Kostenerstattung;2;;-47;795.2;3.07;beste heilpraktiker zusatzversicherung;0
beste zusatzversicherung für heilpraktiker;140;21;5.68;0.81;HIGH;1.63;5.06;commercial;Versicherung & Kostenerstattung;4;;-47;795.2;3.07;beste zusatzversicherung für heilpraktiker;1
borken heilpraktiker;140;;1.21;0.11;LOW;;;navigational;Lokale Suche;2;-47;-47;169.4;1.05;borken heilpraktiker;1
heilpraktiker borken;140;;1.21;0.11;LOW;;;navigational;Lokale Suche;2;-47;-47;169.4;1.05;borken heilpraktiker;0
buxtehude heilpraktiker;140;;1.74;0.18;LOW;0.65;1.34;informational;Lokale Suche;2;-21;-35;243.6;1.3;buxtehude heilpraktiker;1
heilpraktiker buxtehude;140;;1.74;0.18;LOW;0.65;1.34;navigational;Lokale Suche;2;-21;-35;243.6;1.3;buxtehude heilpraktiker;0
bühl heilpraktiker;140;1;0.75;0.18;LOW;;;navigational;Lokale Suche;2;-35;-35;105.0;2.04;bühl heilpraktiker;1
heilpraktiker bühl;140;1;0.75;0.18;LOW;;;navigational;Lokale Suche;2;-35;-35;105.0;2.04;bühl heilpraktiker;0
darf ein heilpraktiker blut abnehmen;140;;0.0;0;LOW;;;informational;Beschwerden & Indikationen;5;-21;-35;0.0;0.47;darf ein heilpraktiker blut abnehmen;1
debeka heilpraktiker;140;;0.12;0.08;LOW;1.09;4.76;informational;Versicherung & Kostenerstattung;2;-18;-36;16.8;0.53;debeka heilpraktiker;1
dürfen heilpraktiker hyaluron spritzen;140;;0.0;0;LOW;;;informational;Informational / Erklärung;4;-21;-21;0.0;0.47;dürfen heilpraktiker hyaluron spritzen;1
engen heilpraktiker;140;;0.67;0.05;LOW;;;informational;Lokale Suche;2;;;93.8;0.79;engen heilpraktiker;1
heilpraktiker engen;140;;0.67;0.05;LOW;;;navigational;Lokale Suche;2;;;93.8;0.79;engen heilpraktiker;0
fellbach heilpraktiker;140;;0.7;0.27;LOW;0.55;1.11;navigational;Lokale Suche;2;-18;-18;98.0;0.8;fellbach heilpraktiker;1
heilpraktiker fellbach;140;;0.7;0.27;LOW;0.55;1.11;navigational;Lokale Suche;2;-18;-18;98.0;0.8;fellbach heilpraktiker;0
gicht naturheilkunde;140;;0.88;1;HIGH;0.12;0.68;informational;Beschwerden & Indikationen;2;27;-33;123.2;0.89;gicht naturheilkunde;1
naturheilkunde gicht;140;;0.88;1;HIGH;0.12;0.68;informational;Beschwerden & Indikationen;2;27;-33;123.2;0.89;gicht naturheilkunde;0
haarausfall heilpraktiker;140;;1.39;0.44;MEDIUM;0.37;1.62;informational;Beschwerden & Indikationen;2;-18;-57;194.6;1.13;haarausfall heilpraktiker;1
heilpraktiker haarausfall;140;;1.39;0.44;MEDIUM;0.37;1.62;informational;Beschwerden & Indikationen;2;-18;-57;194.6;1.13;haarausfall heilpraktiker;0
hamburger heilpraktiker fachschule;140;19;2.94;0.19;LOW;0.83;3.34;informational;Ausbildung & Prüfung;3;-33;27;411.6;1.93;hamburger heilpraktiker fachschule;1
haug heilpraktiker prüfungstrainer;140;;1.38;0.5;MEDIUM;0.52;1.71;informational;Ausbildung & Prüfung;3;80;-18;193.2;1.13;haug heilpraktiker prüfungstrainer;1
haug heilpraktiker-prüfungstrainer;140;3;1.38;0.5;MEDIUM;0.52;1.71;informational;Ausbildung & Prüfung;2;80;-18;193.2;2.4;haug heilpraktiker prüfungstrainer;0
haut heilpraktiker;140;;1.45;0.25;LOW;0.65;2.38;informational;Beschwerden & Indikationen;2;;-18;203.0;1.16;haut heilpraktiker;1
heilpraktiker haut;140;;1.45;0.25;LOW;0.65;2.38;informational;Beschwerden & Indikationen;2;;-18;203.0;1.16;haut heilpraktiker;0
heilpraktiker akupunktur in freiburg raum für ganzheitliche therapie;140;14;0.54;0.08;LOW;;;informational;Methoden & Therapien;8;22;;75.6;0.9;heilpraktiker akupunktur in freiburg raum für ganzheitliche therapie;1
